Base,State,CONUS/OCONUS,MAJCOM,NAF,Wing,Group,Unit
Joint Base San Antonio Lackland AFB,TX,CONUS,AFRC,4 AF,433 AIRLIFT WING,433 MEDICAL GROUP,HQ
Joint Base San Antonio Lackland AFB,TX,CONUS,AFRC,4 AF,433 AIRLIFT WING,433 MISSION SUPPORT GROUP,HQ
Joint Base San Antonio Lackland AFB,TX,CONUS,AFRC,4 AF,433 AIRLIFT WING,433 OPERATIONS GROUP,HQ
Joint Base San Antonio Lackland AFB,TX,CONUS,AFRC,4 AF,433 AIRLIFT WING,HQ,HQ
Grissom Air Reserve Base,IN,CONUS,AFRC,4 AF,434 AIR REFUELING WING,434 MAINTENANCE GROUP,HQ
Grissom Air Reserve Base,IN,CONUS,AFRC,4 AF,434 AIR REFUELING WING,434 MISSION SUPPORT GROUP,HQ
Grissom Air Reserve Base,IN,CONUS,AFRC,4 AF,434 AIR REFUELING WING,434 OPERATIONS GROUP,HQ
Grissom Air Reserve Base,IN,CONUS,AFRC,4 AF,434 AIR REFUELING WING,HQ,HQ
Westover Air Reserve Base,MA,CONUS,AFRC,4 AF,439 AIRLIFT WING,439 MAINTENANCE GROUP,HQ
Westover Air Reserve Base,MA,CONUS,AFRC,4 AF,439 AIRLIFT WING,439 MISSION SUPPORT GROUP,HQ
Westover Air Reserve Base,MA,CONUS,AFRC,4 AF,439 AIRLIFT WING,439 OPERATIONS GROUP,HQ
Westover Air Reserve Base,MA,CONUS,AFRC,4 AF,439 AIRLIFT WING,HQ,HQ
Wright-Patterson Air Force Base,OH,CONUS,AFRC,4 AF,445 AIRLIFT WING,445 MAINTENANCE GROUP,HQ
Wright-Patterson Air Force Base,OH,CONUS,AFRC,4 AF,445 AIRLIFT WING,445 MISSION SUPPORT GROUP,HQ
Wright-Patterson Air Force Base,OH,CONUS,AFRC,4 AF,445 AIRLIFT WING,445 OPERATIONS GROUP,HQ
Wright-Patterson Air Force Base,OH,CONUS,AFRC,4 AF,445 AIRLIFT WING,HQ,HQ
Joint Base Lewis-McChord Air Base Station,WA,CONUS,AFRC,4 AF,446 AIRLIFT WING,446 MAINTENANCE GROUP,HQ
Joint Base Lewis-McChord Air Base Station,WA,CONUS,AFRC,4 AF,446 AIRLIFT WING,446 MISSION SUPPORT GROUP,HQ
Joint Base Lewis-McChord Air Base Station,WA,CONUS,AFRC,4 AF,446 AIRLIFT WING,446 OPERATIONS GROUP,HQ
Joint Base Lewis-McChord Air Base Station,WA,CONUS,AFRC,4 AF,446 AIRLIFT WING,HQ,HQ
March Joint Air Reserve Base,CA,CONUS,AFRC,4 AF,452 AIR MOBILITY WING,452 MAINTENANCE GROUP,HQ
March Joint Air Reserve Base,CA,CONUS,AFRC,4 AF,452 AIR MOBILITY WING,452 MEDICAL GROUP,HQ
March Joint Air Reserve Base,CA,CONUS,AFRC,4 AF,452 AIR MOBILITY WING,452 MISSION SUPPORT GROUP,HQ
March Joint Air Reserve Base,CA,CONUS,AFRC,4 AF,452 AIR MOBILITY WING,452 OPERATIONS GROUP,HQ
March Joint Air Reserve Base,CA,CONUS,AFRC,4 AF,452 AIR MOBILITY WING,HQ,HQ
March Joint Air Reserve Base,CA,CONUS,AFRC,4 AF,452 AIR MOBILITY WING,HQ,HQ
Joint Base Andrews,MD,CONUS,AFRC,4 AF,459 AIR REFUELING WING,459 MAINTENANCE GROUP,HQ
Joint Base Andrews,MD,CONUS,AFRC,4 AF,459 AIR REFUELING WING,459 MISSION SUPPORT GROUP,HQ
Joint Base Andrews,MD,CONUS,AFRC,4 AF,459 AIR REFUELING WING,459 OPERATIONS GROUP,HQ
Joint Base Andrews,MD,CONUS,AFRC,4 AF,459 AIR REFUELING WING,HQ,HQ
Tinker Air Force Base,OK,CONUS,AFRC,4 AF,507 AIR REFUELING WING,507 MAINTENANCE GROUP,HQ
Tinker Air Force Base,OK,CONUS,AFRC,4 AF,507 AIR REFUELING WING,507 MISSION SUPPORT GROUP,HQ
Tinker Air Force Base,OK,CONUS,AFRC,4 AF,507 AIR REFUELING WING,507 OPERATIONS GROUP,HQ
Tinker Air Force Base,OK,CONUS,AFRC,4 AF,507 AIR REFUELING WING,HQ,HQ
Dover Air Force Base,DE,CONUS,AFRC,4 AF,512 AIRLIFT WING,512 MAINTENANCE GROUP,HQ
Dover Air Force Base,DE,CONUS,AFRC,4 AF,512 AIRLIFT WING,512 MISSION SUPPORT GROUP,HQ
Dover Air Force Base,DE,CONUS,AFRC,4 AF,512 AIRLIFT WING,512 OPERATIONS GROUP,HQ
Dover Air Force Base,DE,CONUS,AFRC,4 AF,512 AIRLIFT WING,HQ,HQ
Joint Base McGuire-Dix-Lakehurst Air Base Station,NJ,CONUS,AFRC,4 AF,514 AIR MOBILITY WING,514 MAINTENANCE GROUP,HQ
Joint Base McGuire-Dix-Lakehurst Air Base Station,NJ,CONUS,AFRC,4 AF,514 AIR MOBILITY WING,514 MISSION SUPPORT GROUP,HQ
Joint Base McGuire-Dix-Lakehurst Air Base Station,NJ,CONUS,AFRC,4 AF,514 AIR MOBILITY WING,514 OPERATIONS GROUP,HQ
Joint Base McGuire-Dix-Lakehurst Air Base Station,NJ,CONUS,AFRC,4 AF,514 AIR MOBILITY WING,HQ,HQ
PITTSBURGH INTL JAP,PA,CONUS,AFRC,4 AF,911 AIRLIFT WING,911 MAINTENANCE GROUP,HQ
PITTSBURGH INTL JAP,PA,CONUS,AFRC,4 AF,911 AIRLIFT WING,911 MISSION SUPPORT GROUP,HQ
PITTSBURGH INTL JAP,PA,CONUS,AFRC,4 AF,911 AIRLIFT WING,911 OPERATIONS GROUP,HQ
PITTSBURGH INTL JAP,PA,CONUS,AFRC,4 AF,911 AIRLIFT WING,HQ,HQ
Niagra Fall International Airport,NY,CONUS,AFRC,4 AF,914 AIR REFUELING WING,914 MAINTENANCE GROUP,HQ
Niagra Fall International Airport,NY,CONUS,AFRC,4 AF,914 AIR REFUELING WING,914 MISSION SUPPORT GROUP,HQ
Niagra Fall International Airport,NY,CONUS,AFRC,4 AF,914 AIR REFUELING WING,914 OPERATIONS GROUP,HQ
Niagra Fall International Airport,NY,CONUS,AFRC,4 AF,914 AIR REFUELING WING,914 OPERATIONS GROUP,HQ
Niagra Fall International Airport,NY,CONUS,AFRC,4 AF,914 AIR REFUELING WING,HQ,HQ
SEYMOUR JOHNSON Air Force Base,NC,CONUS,AFRC,4 AF,916 AIR REFUELING WING,916 MAINTENANCE GROUP,HQ
SEYMOUR JOHNSON Air Force Base,NC,CONUS,AFRC,4 AF,916 AIR REFUELING WING,916 MISSION SUPPORT GROUP,HQ
SEYMOUR JOHNSON Air Force Base,NC,CONUS,AFRC,4 AF,916 AIR REFUELING WING,916 OPERATIONS GROUP,HQ
SEYMOUR JOHNSON Air Force Base,NC,CONUS,AFRC,4 AF,916 AIR REFUELING WING,HQ,HQ
MacDill Air Force Base,FL,CONUS,AFRC,4 AF,927 AIR REFUELING WING,927 MAINTENANCE GROUP,HQ
MacDill Air Force Base,FL,CONUS,AFRC,4 AF,927 AIR REFUELING WING,927 MISSION SUPPORT GROUP,HQ
MacDill Air Force Base,FL,CONUS,AFRC,4 AF,927 AIR REFUELING WING,927 OPERATIONS GROUP,HQ
MacDill Air Force Base,FL,CONUS,AFRC,4 AF,927 AIR REFUELING WING,927 OPERATIONS GROUP,HQ
MacDill Air Force Base,FL,CONUS,AFRC,4 AF,927 AIR REFUELING WING,HQ,HQ
McConnell Air Force Base,KS,CONUS,AFRC,4 AF,931 AIR REFUELING WING,931 MAINTENANCE GROUP,HQ
McConnell Air Force Base,KS,CONUS,AFRC,4 AF,931 AIR REFUELING WING,931 OPERATIONS GROUP,HQ
McConnell Air Force Base,KS,CONUS,AFRC,4 AF,931 AIR REFUELING WING,HQ,HQ
Beale Air Force Base,CA,CONUS,AFRC,4 AF,940 AIR REFUELING WING,940 MAINTENANCE GROUP,HQ
Beale Air Force Base,CA,CONUS,AFRC,4 AF,940 AIR REFUELING WING,940 MISSION SUPPORT GROUP,HQ
Beale Air Force Base,CA,CONUS,AFRC,4 AF,940 AIR REFUELING WING,940 OPERATIONS GROUP,HQ
Beale Air Force Base,CA,CONUS,AFRC,4 AF,940 AIR REFUELING WING,940 OPERATIONS GROUP,HQ
Beale Air Force Base,CA,CONUS,AFRC,4 AF,940 AIR REFUELING WING,HQ,HQ
Joint Base Pearl HAir Reserve Baseor-Hickam,HI,OCONUS,AFRC,4 AF,4 AF,624 REGIONAL SUPPORT GROUP,HQ
March Joint Air Reserve Base,CA,CONUS,AFRC,4 AF,4 AF,HQ,HQ
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 OPERATIONS GROUP,13 FIGHTER SQUADRON
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 OPERATIONS GROUP,14 FIGHTER SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 OPERATIONS GROUP,18 AEROMED EVAC SQUADRON
Joint Base Pearl HAir Reserve Baseor-Hickam,HI,OCONUS,PACAF,5 AF,18 WING,18 OPERATIONS GROUP,18 AEROMED EVAC SQUADRON (DET 1)
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MEDICAL GROUP,18 AEROSPACE MEDICINE SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MAINTENANCE GROUP,18 AIRCRAFT MAINT SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 CEG,18 CES
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MISSION SUPPORT GROUP,18 COMMUNICATIONS SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MAINTENANCE GROUP,18 COMPONENT MAINT SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,HQ,18 COMPTROLLER SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MISSION SUPPORT GROUP,18 CONTRACTING SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MEDICAL GROUP,18 DENTAL SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MAINTENANCE GROUP,18 EQUIPMENT MAINT SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MISSION SUPPORT GROUP,18 FORCE SUPPORT SQUADRON
"OKUMA REC, J",AN,OCONUS,PACAF,5 AF,18 WING,18 MISSION SUPPORT GROUP,18 FORCE SUPPORT SQUADRON (DET 1)
BELLOWS Air Force Station,HI,OCONUS,PACAF,5 AF,18 WING,18 MISSION SUPPORT GROUP,18 FORCE SUPPORT SQUADRON (DET 2)
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MISSION SUPPORT GROUP,18 LOGISTICS READINES SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MEDICAL GROUP,18 MEDICAL OPERATIONS SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MEDICAL GROUP,18 MEDICAL SUPPORT SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MAINTENANCE GROUP,18 MUNITIONS SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 OPERATIONS GROUP,18 OPERATIONS SUPPORT SQUADRON
"NAHA International Airport, J",AN,OCONUS,PACAF,5 AF,18 WING,18 OPERATIONS GROUP,18 OPERATIONS SUPPORT SQUADRON (OL A)
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MISSION SUPPORT GROUP,18 SFS
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 OPERATIONS GROUP,31 RESCUE SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 OPERATIONS GROUP,33 RESCUE SQUADRON
"CANBERRA City, A",AL,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MISSION SUPPORT GROUP,337 AIR SUPPORT FLIGHT
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 MEDICAL GROUP,35 AEROSPACE MEDICINE SQUADRON
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 MAINTENANCE GROUP,35 AIRCRAFT MAINT SQUADRON
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 MISSION SUPPORT GROUP,35 CES
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 MISSION SUPPORT GROUP,35 COMMUNICATIONS SQUADRON
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,HQ,35 COMPTROLLER SQUADRON
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 MISSION SUPPORT GROUP,35 CONTRACTING SQUADRON
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 MEDICAL GROUP,35 DENTAL SQUADRON
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 MISSION SUPPORT GROUP,35 FORCE SUPPORT SQUADRON
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 MISSION SUPPORT GROUP,35 LOGISTICS READINES SQUADRON
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 MAINTENANCE GROUP,35 MAINTENANCE SQUADRON
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 MEDICAL GROUP,35 MEDICAL OPERATIONS SQUADRON
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 MEDICAL GROUP,35 MEDICAL SUPPORT SQUADRON
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 OPERATIONS GROUP,35 OPERATIONS SUPPORT SQUADRON
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 MISSION SUPPORT GROUP,35 SFS
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 MEDICAL GROUP,35 SURGICAL OPS SQUADRON
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 OPERATIONS GROUP,36 AIRLIFT SQUADRON
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MEDICAL GROUP,374 AEROSPACE MEDICINE SQUADRON
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MAINTENANCE GROUP,374 AIRCRAFT MAINT SQUADRON
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MISSION SUPPORT GROUP,374 CES
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MISSION SUPPORT GROUP,374 COMMUNICATIONS SQUADRON
"SASEBO City, J",AN,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MISSION SUPPORT GROUP,374 COMMUNICATIONS SQUADRON (OL A)
"IWAKUNI MCAS International Airport, J",AN,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MISSION SUPPORT GROUP,374 COMMUNICATIONS SQUADRON (OL B)
"CP ZAMA AIN, J",AN,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MISSION SUPPORT GROUP,374 COMMUNICATIONS SQUADRON (OL C)
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,HQ,374 COMPTROLLER SQUADRON
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MISSION SUPPORT GROUP,374 CONTRACTING SQUADRON
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MEDICAL GROUP,374 DENTAL SQUADRON
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MISSION SUPPORT GROUP,374 FORCE SUPPORT SQUADRON
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MISSION SUPPORT GROUP,374 LOGISTICS READINES SQUADRON
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MAINTENANCE GROUP,374 MAINTENANCE SQUADRON
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MEDICAL GROUP,374 MEDICAL OPERATIONS SQUADRON
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MEDICAL GROUP,374 MEDICAL SUPPORT SQUADRON
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 OPERATIONS GROUP,374 OPERATIONS SUPPORT SQUADRON
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MISSION SUPPORT GROUP,374 SFS
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MEDICAL GROUP,374 SURGICAL OPS SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 OPERATIONS GROUP,44 FIGHTER SQUADRON
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 OPERATIONS GROUP,459 AIRLIFT SQUADRON
"YOKOSUKA NFL NAC, J",Japan,OCONUS,PACAF,5 AF,5 AF,HQ,5 AIR FORCE (OL A)
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,5 AF,HQ,5 AIR FORCE (OL CSM0)
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 OPERATIONS GROUP,610 AIR CONTROL FLIGHT
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 OPERATIONS GROUP,623 AIR CONTROL SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 OPERATIONS GROUP,67 FIGHTER SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MAINTENANCE GROUP,718 AIRCRAFT MAINT SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 CEG,718 CES
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MISSION SUPPORT GROUP,718 FORCE SUPPORT SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 OPERATIONS GROUP,909 AIR REFUELING SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 OPERATIONS GROUP,961 AIRBORNE AIR CTRL SQUADRON
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 CEG,HQ
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MAINTENANCE GROUP,HQ
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MEDICAL GROUP,HQ
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 MISSION SUPPORT GROUP,HQ
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,18 OPERATIONS GROUP,HQ
"Kadena Air Force Station, J",Japan,OCONUS,PACAF,5 AF,18 WING,HQ,HQ
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 MAINTENANCE GROUP,HQ
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 MEDICAL GROUP,HQ
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 MISSION SUPPORT GROUP,HQ
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,35 OPERATIONS GROUP,HQ
"MISAWA Air Base Station, J",AN,OCONUS,PACAF,5 AF,35 FIGHTER WING,HQ,HQ
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MAINTENANCE GROUP,HQ
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MEDICAL GROUP,HQ
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 MISSION SUPPORT GROUP,HQ
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,374 OPERATIONS GROUP,HQ
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,374 AIRLIFT WING,HQ,HQ
"Yokota Air Force Base, J",Japan,OCONUS,PACAF,5 AF,5 AF,HQ,HQ
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 OPERATIONS GROUP,25 FIGHTER SQUADRON
Kunsan Air Base Station,South Korea,OCONUS,PACAF,7 AF,8 FIGHTER WING,8 OPERATIONS GROUP,35 FIGHTER SQUADRON
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 OPERATIONS GROUP,36 FIGHTER SQUADRON
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MEDICAL GROUP,51 AEROSPACE MEDICINE SQUADRON
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MAINTENANCE GROUP,51 AIRCRAFT MAINT SQUADRON
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MISSION SUPPORT GROUP,51 CES
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MISSION SUPPORT GROUP,51 COMMUNICATIONS SQUADRON
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,HQ,51 COMPTROLLER SQUADRON
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MEDICAL GROUP,51 DENTAL SQUADRON
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MISSION SUPPORT GROUP,51 FORCE SUPPORT SQUADRON
"CAMP HUMPHREYS AIN, S",RE,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MISSION SUPPORT GROUP,51 FORCE SUPPORT SQUADRON (OL A)
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MISSION SUPPORT GROUP,51 LOGISTICS READINES SQUADRON
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MAINTENANCE GROUP,51 MAINTENANCE SQUADRON
"DAEGU AB JAP, S",RE,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MEDICAL GROUP,51 MEDICAL GROUP (OL A)
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MEDICAL GROUP,51 MEDICAL LOGISTICS AFCOMS WAREHOUSE (OL A)
"SUWON Air Base Station, S",RE,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MEDICAL GROUP,51 MEDICAL LOGISTICS AFCOMS WAREHOUSE (OL B)
"GIMHAE INTL JAP, S",South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MEDICAL GROUP,51 MEDICAL LOGISTICS AFCOMS WAREHOUSE (OL C)
"DAEGU AB JAP, S",RE,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MEDICAL GROUP,51 MEDICAL LOGISTICS AFCOMS WAREHOUSE (OL D)
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MEDICAL GROUP,51 MEDICAL OPERATIONS SQUADRON
"GIMHAE INTL JAP, S",South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MEDICAL GROUP,51 MEDICAL SUPPORT SQUADRON
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MEDICAL GROUP,51 MEDICAL SUPPORT SQUADRON
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MAINTENANCE GROUP,51 MUNITIONS SQUADRON
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 OPERATIONS GROUP,51 OPERATIONS SUPPORT SQUADRON
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,51 FIGHTER WING,51 MISSION SUPPORT GROUP,51 SFS
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,5771 WING,5771 MISSION SUPPORT GROUP,5771 CES
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,5771 WING,5771 MISSION SUPPORT GROUP,5771 COMMUNICATIONS SQUADRON
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,5771 WING,5771 MEDICAL GROUP,5771 DENTAL SQUADRON
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,5771 WING,5771 MISSION SUPPORT GROUP,5771 LOGISTICS READINES SQUADRON
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,5771 WING,5771 MAINTENANCE GROUP,5771 MAINTENANCE OPS SQUADRON
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,5771 WING,5771 MAINTENANCE GROUP,5771 MAINTENANCE SQUADRON
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,5771 WING,5771 MEDICAL GROUP,5771 MEDICAL OPERATIONS SQUADRON
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,5771 WING,5771 MEDICAL GROUP,5771 MEDICAL SUPPORT SQUADRON
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,5771 WING,5771 MISSION SUPPORT GROUP,5771 MISSION SUPPORT SQUADRON
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,5771 WING,5771 OPERATIONS GROUP,5771 OPERATIONS SUPPORT SQUADRON
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,5771 WING,5771 MISSION SUPPORT GROUP,5771 SFS
"CAMP HUMPHREYS AIN, S",RE,OCONUS,PACAF,7 AF,7 AF,607 AIR SUPT OPNS GROUP,604 AIR SUPT OPNS SQUADRON
"CAMP HUMPHREYS AIN, S",RE,OCONUS,PACAF,7 AF,7 AF,607 AIR SUPT OPNS GROUP,604 AIR SUPT OPNS SQUADRON (OL A)
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,7 AF,HQ,607 AIR COMMUNICATIONS SQUADRON
Osan Air Force Base,South Korea,OCONUS,PACAF,7 AF,7 AF,HQ,607 AIR OPERATIONS CENTER
"DAEGU AB JAP, S",RE,OCONUS,PACAF,7 AF,7 AF,607 AIR SUPT OPNS GROUP,607 MATERIEL MAINT SQUADRON
"GWANGJU International Airport, S",South Korea,OCONUS,PACAF,7 AF,7 AF,607 AIR SUPT OPNS GROUP,607 MATERIEL MAINT SQUADRON (DET 1)
"SUWON Air Base Station, S",RE,OCONUS,PACAF,7 AF,7 AF,607 AIR SUPT OPNS GROUP,607 MATERIEL MAINT SQUADRON (DET 2)
"GIMHAE INTL JAP, S",South Korea,OCONUS,PACAF,7 AF,7 AF,607 AIR SUPT OPNS GROUP,607 MATERIEL MAINT SQUADRON (DET 3)
